medium	depth	enzyme	log2ptr	se	ok	nw	na	r2	growth_rate	pred
M10	0.5	AlfI	0.77264	0.396035	True	23	1831	0.0229913	1.15	1.2108
M10	0.5	AloI	0.117935	0.711204	True	14	350	-0.315626	1.15	1.2108
M10	0.5	BaeI	0.21117	0.663058	True	21	639	-0.423566	1.15	1.2108
M10	0.5	BcgI	0.985883	0.338787	True	27	2672	0.248028	1.15	1.2108
M10	0.5	BplI			False	11	279		1.15	1.2108
M10	0.5	BsaXI	0.354047	0.488379	True	23	856	-0.170848	1.15	1.2108
M10	0.5	BslFI	1.48784	0.391828	True	23	2301	0.22612	1.15	1.2108
M10	0.5	Bsp24I			False	24	1524		1.15	1.2108
M10	0.5	CjeI	1.06399	0.183634	True	86	8597	0.135878	1.15	1.2108
M10	0.5	CjePI	0.676119	0.212511	True	74	7416	-0.0543254	1.15	1.2108
M10	0.5	CspCI	1.91779	0.479874	True	17	413	0.567577	1.15	1.2108
M10	0.5	FalI			False	23	644		1.15	1.2108
M10	0.5	HaeIV	0.865615	0.296363	True	59	5935	-0.0826678	1.15	1.2108
M10	0.5	Hin4I	0.91798	0.240115	True	52	5230	0.0715607	1.15	1.2108
M10	0.5	PpiI			False	10	261		1.15	1.2108
M10	0.5	PsrI			False	14	344		1.15	1.2108
M10	10	AlfI	1.23075	0.0385552	True	25	1989	0.978406	1.15	1.2108
M10	10	AloI	1.16203	0.108676	True	18	441	0.8738	1.15	1.2108
M10	10	BaeI	1.12706	0.056213	True	25	759	0.94392	1.15	1.2108
M10	10	BcgI	1.22898	0.0360636	True	29	2872	0.976552	1.15	1.2108
M10	10	BplI	1.2325	0.103841	True	15	379	0.917203	1.15	1.2108
M10	10	BsaXI	1.16578	0.0684169	True	26	970	0.931457	1.15	1.2108
M10	10	BslFI	1.21068	0.0430933	True	25	2501	0.971759	1.15	1.2108
M10	10	Bsp24I	1.11743	0.043864	True	25	1587	0.964032	1.15	1.2108
M10	10	CjeI	1.25265	0.0275223	True	89	8897	0.96241	1.15	1.2108
M10	10	CjePI	1.25018	0.0320596	True	77	7716	0.953143	1.15	1.2108
M10	10	CspCI	1.17659	0.0793624	True	24	588	0.889814	1.15	1.2108
M10	10	FalI	1.19514	0.085868	True	26	715	0.906303	1.15	1.2108
M10	10	HaeIV	1.25486	0.0398998	True	66	6635	0.935723	1.15	1.2108
M10	10	Hin4I	1.28334	0.0367779	True	54	5430	0.962706	1.15	1.2108
M10	10	PpiI	1.2078	0.0853332	True	13	336	0.940768	1.15	1.2108
M10	10	PsrI	1.1136	0.119497	True	17	419	0.850683	1.15	1.2108
M10	1	AlfI	1.31718	0.230463	True	25	1989	0.572993	1.15	1.2108
M10	1	AloI	0.67406	0.390897	True	18	441	-0.0248774	1.15	1.2108
M10	1	BaeI	0.928467	0.414839	True	23	699	0.203998	1.15	1.2108
M10	1	BcgI	1.05644	0.218736	True	27	2672	0.510198	1.15	1.2108
M10	1	BplI	0.391349	0.340503	True	14	354	0.00541503	1.15	1.2108
M10	1	BsaXI	1.04722	0.348188	True	26	970	0.220563	1.15	1.2108
M10	1	BslFI	1.16806	0.241554	True	24	2401	0.467331	1.15	1.2108
M10	1	Bsp24I	0.628506	0.217855	True	24	1524	0.300618	1.15	1.2108
M10	1	CjeI	1.15664	0.0969831	True	85	8497	0.584911	1.15	1.2108
M10	1	CjePI	1.1933	0.115574	True	74	7416	0.622549	1.15	1.2108
M10	1	CspCI	1.22225	0.555819	True	24	588	-0.00167408	1.15	1.2108
M10	1	FalI	0.799608	0.355215	True	25	687	-0.0177156	1.15	1.2108
M10	1	HaeIV	1.02918	0.176933	True	63	6335	0.280315	1.15	1.2108
M10	1	Hin4I	1.0109	0.150547	True	54	5430	0.423896	1.15	1.2108
M10	1	PpiI	0.261415	0.494272	True	13	336	-0.0793373	1.15	1.2108
M10	1	PsrI	0.912601	0.520006	True	17	419	-0.0128994	1.15	1.2108
M10	2	AlfI	1.3214	0.122245	True	25	1989	0.821864	1.15	1.2108
M10	2	AloI	0.975896	0.248276	True	18	441	0.19688	1.15	1.2108
M10	2	BaeI	1.02424	0.204119	True	24	729	0.524597	1.15	1.2108
M10	2	BcgI	1.18685	0.105642	True	29	2872	0.77471	1.15	1.2108
M10	2	BplI	1.02842	0.242805	True	15	379	0.631413	1.15	1.2108
M10	2	BsaXI	1.1325	0.170089	True	25	932	0.622283	1.15	1.2108
M10	2	BslFI	1.12052	0.0878089	True	25	2501	0.876227	1.15	1.2108
M10	2	Bsp24I	0.988358	0.141719	True	25	1587	0.687831	1.15	1.2108
M10	2	CjeI	1.14181	0.0684543	True	89	8897	0.755957	1.15	1.2108
M10	2	CjePI	1.21222	0.0775074	True	77	7716	0.742342	1.15	1.2108
M10	2	CspCI	1.32237	0.289346	True	24	588	0.487219	1.15	1.2108
M10	2	FalI	0.9297	0.223565	True	25	687	0.356695	1.15	1.2108
M10	2	HaeIV	1.12651	0.105825	True	64	6435	0.639815	1.15	1.2108
M10	2	Hin4I	1.11483	0.0770221	True	53	5330	0.760788	1.15	1.2108
M10	2	PpiI	1.11615	0.242986	True	11	275	0.551238	1.15	1.2108
M10	2	PsrI	0.709442	0.250724	True	16	394	0.40061	1.15	1.2108
M10	5	AlfI	1.29006	0.0530512	True	25	1989	0.964883	1.15	1.2108
M10	5	AloI	0.942547	0.0926887	True	18	441	0.852269	1.15	1.2108
M10	5	BaeI	1.10702	0.100805	True	25	759	0.852694	1.15	1.2108
M10	5	BcgI	1.21	0.0419811	True	29	2872	0.962612	1.15	1.2108
M10	5	BplI	1.16089	0.172404	True	15	379	0.681792	1.15	1.2108
M10	5	BsaXI	1.17274	0.0821614	True	26	970	0.902583	1.15	1.2108
M10	5	BslFI	1.14842	0.0501945	True	25	2501	0.957324	1.15	1.2108
M10	5	Bsp24I	1.05704	0.0699447	True	25	1587	0.909324	1.15	1.2108
M10	5	CjeI	1.21817	0.0326108	True	89	8897	0.939501	1.15	1.2108
M10	5	CjePI	1.20835	0.0375487	True	77	7716	0.934188	1.15	1.2108
M10	5	CspCI	1.20225	0.178764	True	24	588	0.682668	1.15	1.2108
M10	5	FalI	1.12352	0.113406	True	26	715	0.800535	1.15	1.2108
M10	5	HaeIV	1.22339	0.0589989	True	66	6635	0.880336	1.15	1.2108
M10	5	Hin4I	1.18593	0.0467212	True	54	5430	0.928342	1.15	1.2108
M10	5	PpiI	1.32734	0.131191	True	13	336	0.89177	1.15	1.2108
M10	5	PsrI	0.970483	0.148135	True	17	419	0.758653	1.15	1.2108
M12	0.5	AlfI	1.18438	0.227731	True	24	1910	0.486541	1.022	1.1568
M12	0.5	AloI	0.370846	0.707951	True	15	366	-0.153217	1.022	1.1568
M12	0.5	BaeI			False	21	639		1.022	1.1568
M12	0.5	BcgI	0.676686	0.332685	True	27	2672	-0.0112781	1.022	1.1568
M12	0.5	BplI	0.448779	0.629959	True	10	254	-0.221284	1.022	1.1568
M12	0.5	BsaXI	0.45416	0.587211	True	23	856	-0.15364	1.022	1.1568
M12	0.5	BslFI	1.53475	0.348427	True	23	2301	0.386051	1.022	1.1568
M12	0.5	Bsp24I	1.07034	0.364446	True	25	1587	0.0401181	1.022	1.1568
M12	0.5	CjeI	1.23649	0.189532	True	84	8397	0.287155	1.022	1.1568
M12	0.5	CjePI	1.3674	0.185837	True	76	7616	0.372488	1.022	1.1568
M12	0.5	CspCI	0.363672	0.437579	True	19	463	-0.0160781	1.022	1.1568
M12	0.5	FalI	0.624853	0.55384	True	19	519	-0.112785	1.022	1.1568
M12	0.5	HaeIV	1.14856	0.325163	True	58	5835	-0.0794856	1.022	1.1568
M12	0.5	Hin4I	0.992075	0.21812	True	52	5230	0.297349	1.022	1.1568
M12	0.5	PpiI	0.635478	0.733363	True	13	336	-0.167653	1.022	1.1568
M12	0.5	PsrI	2.21311	0.97824	True	10	244	0.0900357	1.022	1.1568
M12	10	AlfI	1.27499	0.0698785	True	25	1989	0.950139	1.022	1.1568
M12	10	AloI	1.0108	0.198568	True	18	441	0.586961	1.022	1.1568
M12	10	BaeI	1.2327	0.193381	True	24	729	0.731092	1.022	1.1568
M12	10	BcgI	1.37772	0.0897907	True	29	2872	0.930389	1.022	1.1568
M12	10	BplI	1.65747	0.324447	True	15	379	0.464628	1.022	1.1568
M12	10	BsaXI	1.07648	0.0907582	True	26	970	0.867607	1.022	1.1568
M12	10	BslFI	1.23296	0.115617	True	25	2501	0.843668	1.022	1.1568
M12	10	Bsp24I	1.29107	0.145873	True	25	1587	0.853708	1.022	1.1568
M12	10	CjeI	1.31561	0.0768288	True	89	8897	0.802732	1.022	1.1568
M12	10	CjePI	1.50713	0.0929942	True	77	7716	0.733645	1.022	1.1568
M12	10	CspCI	1.52844	0.15084	True	24	588	0.827264	1.022	1.1568
M12	10	FalI	1.53926	0.192936	True	26	715	0.7008	1.022	1.1568
M12	10	HaeIV	1.28797	0.119636	True	65	6535	0.702897	1.022	1.1568
M12	10	Hin4I	1.27769	0.111393	True	53	5330	0.778767	1.022	1.1568
M12	10	PpiI	1.03656	0.0974525	True	13	336	0.932643	1.022	1.1568
M12	10	PsrI	1.09139	0.164249	True	16	394	0.737184	1.022	1.1568
M12	1	AlfI	1.22421	0.158936	True	22	1752	0.62685	1.022	1.1568
M12	1	AloI	0.960612	0.4884	True	18	441	0.0820428	1.022	1.1568
M12	1	BaeI	1.32992	0.236284	True	23	699	0.598057	1.022	1.1568
M12	1	BcgI	0.82929	0.213565	True	29	2872	0.286545	1.022	1.1568
M12	1	BplI	1.14722	0.463757	True	15	379	-0.0370847	1.022	1.1568
M12	1	BsaXI	0.769831	0.312616	True	24	894	0.124361	1.022	1.1568
M12	1	BslFI	1.67088	0.308132	True	24	2401	0.487452	1.022	1.1568
M12	1	Bsp24I	0.870121	0.216233	True	21	1335	0.471256	1.022	1.1568
M12	1	CjeI	1.05994	0.113806	True	85	8497	0.457465	1.022	1.1568
M12	1	CjePI	1.37686	0.146879	True	74	7416	0.494235	1.022	1.1568
M12	1	CspCI	0.268781	0.246228	True	22	538	0.0152732	1.022	1.1568
M12	1	FalI	1.1683	0.41978	True	23	631	0.242995	1.022	1.1568
M12	1	HaeIV	0.69973	0.176888	True	58	5835	0.191441	1.022	1.1568
M12	1	Hin4I	0.850954	0.157043	True	52	5230	0.404122	1.022	1.1568
M12	1	PpiI	1.00521	0.485445	True	11	275	0.371627	1.022	1.1568
M12	1	PsrI	0.935079	0.422338	True	15	369	0.078576	1.022	1.1568
M12	2	AlfI	1.43735	0.166354	True	25	1989	0.752748	1.022	1.1568
M12	2	AloI	1.3317	0.343096	True	18	441	0.551612	1.022	1.1568
M12	2	BaeI	1.08862	0.170531	True	24	729	0.640251	1.022	1.1568
M12	2	BcgI	1.07656	0.117693	True	28	2772	0.777579	1.022	1.1568
M12	2	BplI	1.21504	0.388377	True	14	354	0.415213	1.022	1.1568
M12	2	BsaXI	1.03857	0.179435	True	25	932	0.442303	1.022	1.1568
M12	2	BslFI	1.34475	0.0928443	True	25	2501	0.877688	1.022	1.1568
M12	2	Bsp24I	1.07447	0.17095	True	23	1461	0.625993	1.022	1.1568
M12	2	CjeI	1.18896	0.0930748	True	86	8597	0.780146	1.022	1.1568
M12	2	CjePI	1.2138	0.0799822	True	77	7716	0.710305	1.022	1.1568
M12	2	CspCI	1.03203	0.225771	True	24	588	0.534188	1.022	1.1568
M12	2	FalI	1.11788	0.297788	True	26	715	0.423553	1.022	1.1568
M12	2	HaeIV	0.964825	0.110507	True	62	6235	0.561602	1.022	1.1568
M12	2	Hin4I	1.19311	0.123351	True	52	5230	0.765299	1.022	1.1568
M12	2	PpiI	0.798813	0.201161	True	11	286	0.573472	1.022	1.1568
M12	2	PsrI	1.22556	0.247438	True	17	419	0.557592	1.022	1.1568
M12	5	AlfI	1.1679	0.110264	True	25	1989	0.818686	1.022	1.1568
M12	5	AloI	1.37111	0.240808	True	18	441	0.711374	1.022	1.1568
M12	5	BaeI	1.08272	0.188495	True	25	759	0.66587	1.022	1.1568
M12	5	BcgI	1.27272	0.103683	True	29	2872	0.863534	1.022	1.1568
M12	5	BplI	1.44193	0.194677	True	15	379	0.692583	1.022	1.1568
M12	5	BsaXI	1.21299	0.136984	True	26	970	0.724356	1.022	1.1568
M12	5	BslFI	1.24381	0.111742	True	24	2401	0.826381	1.022	1.1568
M12	5	Bsp24I	1.37144	0.105054	True	25	1587	0.898404	1.022	1.1568
