genome	gc	mode	ptr	rep	depth	log2ptr	note	out
g00_Buchnera_aphidicola_Y	26.0900	A_k8	0.5000	1	5.0000	0.5568	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/A_k8__g00_Buchnera_aphidicola_Y__ptr0.5__r1__5.0x
g00_Buchnera_aphidicola_Y	26.0900	A_k8	0.5000	2	0.5000	0.0419	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/A_k8__g00_Buchnera_aphidicola_Y__ptr0.5__r2__0.5x
g00_Buchnera_aphidicola_Y	26.0900	A_k8	0.5000	2	1.0000	0.1963	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/A_k8__g00_Buchnera_aphidicola_Y__ptr0.5__r2__1.0x
g00_Buchnera_aphidicola_Y	26.0900	A_k8	0.5000	2	2.0000	0.2918	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/A_k8__g00_Buchnera_aphidicola_Y__ptr0.5__r2__2.0x
g00_Buchnera_aphidicola_Y	26.0900	A_k8	0.5000	2	5.0000	0.4911	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/A_k8__g00_Buchnera_aphidicola_Y__ptr0.5__r2__5.0x
g00_Buchnera_aphidicola_Y	26.0900	A_k8	1.0000	1	0.5000	1.1075	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/A_k8__g00_Buchnera_aphidicola_Y__ptr1.0__r1__0.5x
g00_Buchnera_aphidicola_Y	26.0900	A_k8	1.0000	1	1.0000	0.4906	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/A_k8__g00_Buchnera_aphidicola_Y__ptr1.0__r1__1.0x
g00_Buchnera_aphidicola_Y	26.0900	A_k8	1.0000	1	2.0000	0.8675	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/A_k8__g00_Buchnera_aphidicola_Y__ptr1.0__r1__2.0x
g00_Buchnera_aphidicola_Y	26.0900	A_k8	1.0000	1	5.0000	0.9588	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/A_k8__g00_Buchnera_aphidicola_Y__ptr1.0__r1__5.0x
g00_Buchnera_aphidicola_Y	26.0900	A_k8	1.0000	2	0.5000	0.1269	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/A_k8__g00_Buchnera_aphidicola_Y__ptr1.0__r2__0.5x
g00_Buchnera_aphidicola_Y	26.0900	A_k8	1.0000	2	1.0000	1.1424	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/A_k8__g00_Buchnera_aphidicola_Y__ptr1.0__r2__1.0x
g00_Buchnera_aphidicola_Y	26.0900	A_k8	1.0000	2	2.0000	0.4895	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/A_k8__g00_Buchnera_aphidicola_Y__ptr1.0__r2__2.0x
g00_Buchnera_aphidicola_Y	26.0900	A_k8	1.0000	2	5.0000	0.9365	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/A_k8__g00_Buchnera_aphidicola_Y__ptr1.0__r2__5.0x
g00_Buchnera_aphidicola_Y	26.0900	A_k8	1.5000	1	0.5000	1.1521	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/A_k8__g00_Buchnera_aphidicola_Y__ptr1.5__r1__0.5x
g00_Buchnera_aphidicola_Y	26.0900	A_k8	1.5000	1	1.0000	0.9729	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/A_k8__g00_Buchnera_aphidicola_Y__ptr1.5__r1__1.0x
g00_Buchnera_aphidicola_Y	26.0900	A_k8	1.5000	1	2.0000	1.3092	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/A_k8__g00_Buchnera_aphidicola_Y__ptr1.5__r1__2.0x
g00_Buchnera_aphidicola_Y	26.0900	A_k8	1.5000	1	5.0000	1.5274	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/A_k8__g00_Buchnera_aphidicola_Y__ptr1.5__r1__5.0x
g00_Buchnera_aphidicola_Y	26.0900	A_k8	1.5000	2	0.5000	0.0674	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/A_k8__g00_Buchnera_aphidicola_Y__ptr1.5__r2__0.5x
g00_Buchnera_aphidicola_Y	26.0900	A_k8	1.5000	2	1.0000	0.9772	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/A_k8__g00_Buchnera_aphidicola_Y__ptr1.5__r2__1.0x
g00_Buchnera_aphidicola_Y	26.0900	A_k8	1.5000	2	2.0000	1.2963	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/A_k8__g00_Buchnera_aphidicola_Y__ptr1.5__r2__2.0x
g00_Buchnera_aphidicola_Y	26.0900	A_k8	1.5000	2	5.0000	1.4126	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/A_k8__g00_Buchnera_aphidicola_Y__ptr1.5__r2__5.0x
g00_Buchnera_aphidicola_Y	26.0900	A_k8	2.0000	1	0.5000		nan	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/A_k8__g00_Buchnera_aphidicola_Y__ptr2.0__r1__0.5x
g00_Buchnera_aphidicola_Y	26.0900	A_k8	2.0000	1	1.0000	1.2263	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/A_k8__g00_Buchnera_aphidicola_Y__ptr2.0__r1__1.0x
g00_Buchnera_aphidicola_Y	26.0900	A_k8	2.0000	1	2.0000	1.7040	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/A_k8__g00_Buchnera_aphidicola_Y__ptr2.0__r1__2.0x
g00_Buchnera_aphidicola_Y	26.0900	A_k8	2.0000	1	5.0000	1.8270	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/A_k8__g00_Buchnera_aphidicola_Y__ptr2.0__r1__5.0x
g00_Buchnera_aphidicola_Y	26.0900	A_k8	2.0000	2	0.5000	1.1723	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/A_k8__g00_Buchnera_aphidicola_Y__ptr2.0__r2__0.5x
g00_Buchnera_aphidicola_Y	26.0900	A_k8	2.0000	2	1.0000	1.5552	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/A_k8__g00_Buchnera_aphidicola_Y__ptr2.0__r2__1.0x
g00_Buchnera_aphidicola_Y	26.0900	A_k8	2.0000	2	2.0000	1.5124	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/A_k8__g00_Buchnera_aphidicola_Y__ptr2.0__r2__2.0x
g00_Buchnera_aphidicola_Y	26.0900	A_k8	2.0000	2	5.0000	1.8335	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/A_k8__g00_Buchnera_aphidicola_Y__ptr2.0__r2__5.0x
g00_Buchnera_aphidicola_Y	26.0900	E_s209	0.5000	1	0.5000	0.4029	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/E_s209__g00_Buchnera_aphidicola_Y__ptr0.5__r1__0.5x
g00_Buchnera_aphidicola_Y	26.0900	E_s209	0.5000	1	1.0000		nan	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/E_s209__g00_Buchnera_aphidicola_Y__ptr0.5__r1__1.0x
g00_Buchnera_aphidicola_Y	26.0900	E_s209	0.5000	1	2.0000	0.5145	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/E_s209__g00_Buchnera_aphidicola_Y__ptr0.5__r1__2.0x
g00_Buchnera_aphidicola_Y	26.0900	E_s209	0.5000	1	5.0000	0.5004	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/E_s209__g00_Buchnera_aphidicola_Y__ptr0.5__r1__5.0x
g00_Buchnera_aphidicola_Y	26.0900	E_s209	0.5000	2	0.5000	1.1332	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/E_s209__g00_Buchnera_aphidicola_Y__ptr0.5__r2__0.5x
g00_Buchnera_aphidicola_Y	26.0900	E_s209	0.5000	2	1.0000	0.4023	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/E_s209__g00_Buchnera_aphidicola_Y__ptr0.5__r2__1.0x
g00_Buchnera_aphidicola_Y	26.0900	E_s209	0.5000	2	2.0000	0.3508	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/E_s209__g00_Buchnera_aphidicola_Y__ptr0.5__r2__2.0x
g00_Buchnera_aphidicola_Y	26.0900	E_s209	0.5000	2	5.0000	0.5563	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/E_s209__g00_Buchnera_aphidicola_Y__ptr0.5__r2__5.0x
g00_Buchnera_aphidicola_Y	26.0900	E_s209	1.0000	1	0.5000	1.4565	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/E_s209__g00_Buchnera_aphidicola_Y__ptr1.0__r1__0.5x
g00_Buchnera_aphidicola_Y	26.0900	E_s209	1.0000	1	1.0000	1.3318	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/E_s209__g00_Buchnera_aphidicola_Y__ptr1.0__r1__1.0x
g00_Buchnera_aphidicola_Y	26.0900	E_s209	1.0000	1	2.0000	1.0161	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/E_s209__g00_Buchnera_aphidicola_Y__ptr1.0__r1__2.0x
g00_Buchnera_aphidicola_Y	26.0900	E_s209	1.0000	1	5.0000	0.9454	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/E_s209__g00_Buchnera_aphidicola_Y__ptr1.0__r1__5.0x
g00_Buchnera_aphidicola_Y	26.0900	E_s209	1.0000	2	0.5000	0.4199	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/E_s209__g00_Buchnera_aphidicola_Y__ptr1.0__r2__0.5x
g00_Buchnera_aphidicola_Y	26.0900	E_s209	1.0000	2	1.0000	0.8546	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/E_s209__g00_Buchnera_aphidicola_Y__ptr1.0__r2__1.0x
g00_Buchnera_aphidicola_Y	26.0900	E_s209	1.0000	2	2.0000	0.9004	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/E_s209__g00_Buchnera_aphidicola_Y__ptr1.0__r2__2.0x
g00_Buchnera_aphidicola_Y	26.0900	E_s209	1.0000	2	5.0000	0.9178	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/E_s209__g00_Buchnera_aphidicola_Y__ptr1.0__r2__5.0x
g00_Buchnera_aphidicola_Y	26.0900	E_s209	1.5000	1	0.5000	1.3764	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/E_s209__g00_Buchnera_aphidicola_Y__ptr1.5__r1__0.5x
g00_Buchnera_aphidicola_Y	26.0900	E_s209	1.5000	1	1.0000	0.7083	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/E_s209__g00_Buchnera_aphidicola_Y__ptr1.5__r1__1.0x
g00_Buchnera_aphidicola_Y	26.0900	E_s209	1.5000	1	2.0000	1.4877	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/E_s209__g00_Buchnera_aphidicola_Y__ptr1.5__r1__2.0x
g00_Buchnera_aphidicola_Y	26.0900	E_s209	1.5000	1	5.0000	1.5014	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/E_s209__g00_Buchnera_aphidicola_Y__ptr1.5__r1__5.0x
g00_Buchnera_aphidicola_Y	26.0900	E_s209	1.5000	2	0.5000	1.3730	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/E_s209__g00_Buchnera_aphidicola_Y__ptr1.5__r2__0.5x
g00_Buchnera_aphidicola_Y	26.0900	E_s209	1.5000	2	1.0000	1.7035	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/E_s209__g00_Buchnera_aphidicola_Y__ptr1.5__r2__1.0x
g00_Buchnera_aphidicola_Y	26.0900	E_s209	1.5000	2	2.0000	1.4043	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/E_s209__g00_Buchnera_aphidicola_Y__ptr1.5__r2__2.0x
g00_Buchnera_aphidicola_Y	26.0900	E_s209	1.5000	2	5.0000	1.4426	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/E_s209__g00_Buchnera_aphidicola_Y__ptr1.5__r2__5.0x
g00_Buchnera_aphidicola_Y	26.0900	E_s209	2.0000	1	0.5000	1.5079	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/E_s209__g00_Buchnera_aphidicola_Y__ptr2.0__r1__0.5x
g00_Buchnera_aphidicola_Y	26.0900	E_s209	2.0000	1	1.0000	1.3802	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/E_s209__g00_Buchnera_aphidicola_Y__ptr2.0__r1__1.0x
g00_Buchnera_aphidicola_Y	26.0900	E_s209	2.0000	1	2.0000	1.9739	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/E_s209__g00_Buchnera_aphidicola_Y__ptr2.0__r1__2.0x
g00_Buchnera_aphidicola_Y	26.0900	E_s209	2.0000	1	5.0000	1.9598	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/E_s209__g00_Buchnera_aphidicola_Y__ptr2.0__r1__5.0x
g00_Buchnera_aphidicola_Y	26.0900	E_s209	2.0000	2	0.5000	1.6875	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/E_s209__g00_Buchnera_aphidicola_Y__ptr2.0__r2__0.5x
g00_Buchnera_aphidicola_Y	26.0900	E_s209	2.0000	2	1.0000	1.3618	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/E_s209__g00_Buchnera_aphidicola_Y__ptr2.0__r2__1.0x
g00_Buchnera_aphidicola_Y	26.0900	E_s209	2.0000	2	2.0000	1.9790	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/E_s209__g00_Buchnera_aphidicola_Y__ptr2.0__r2__2.0x
g00_Buchnera_aphidicola_Y	26.0900	E_s209	2.0000	2	5.0000	2.0287	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/E_s209__g00_Buchnera_aphidicola_Y__ptr2.0__r2__5.0x
g00_Buchnera_aphidicola_Y	26.0900	E_s250	0.5000	1	0.5000		nan	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/E_s250__g00_Buchnera_aphidicola_Y__ptr0.5__r1__0.5x
g00_Buchnera_aphidicola_Y	26.0900	E_s250	0.5000	1	1.0000		nan	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/E_s250__g00_Buchnera_aphidicola_Y__ptr0.5__r1__1.0x
g00_Buchnera_aphidicola_Y	26.0900	E_s250	0.5000	1	2.0000	0.5077	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/E_s250__g00_Buchnera_aphidicola_Y__ptr0.5__r1__2.0x
g00_Buchnera_aphidicola_Y	26.0900	E_s250	0.5000	1	5.0000	0.5001	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/E_s250__g00_Buchnera_aphidicola_Y__ptr0.5__r1__5.0x
g00_Buchnera_aphidicola_Y	26.0900	E_s250	0.5000	2	0.5000	1.0190	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/E_s250__g00_Buchnera_aphidicola_Y__ptr0.5__r2__0.5x
g00_Buchnera_aphidicola_Y	26.0900	E_s250	0.5000	2	1.0000	0.6574	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/E_s250__g00_Buchnera_aphidicola_Y__ptr0.5__r2__1.0x
g00_Buchnera_aphidicola_Y	26.0900	E_s250	0.5000	2	2.0000	0.2602	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/E_s250__g00_Buchnera_aphidicola_Y__ptr0.5__r2__2.0x
g00_Buchnera_aphidicola_Y	26.0900	E_s250	0.5000	2	5.0000	0.5703	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/E_s250__g00_Buchnera_aphidicola_Y__ptr0.5__r2__5.0x
g00_Buchnera_aphidicola_Y	26.0900	E_s250	1.0000	1	0.5000	1.6241	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/E_s250__g00_Buchnera_aphidicola_Y__ptr1.0__r1__0.5x
g00_Buchnera_aphidicola_Y	26.0900	E_s250	1.0000	1	1.0000	1.1901	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/E_s250__g00_Buchnera_aphidicola_Y__ptr1.0__r1__1.0x
g00_Buchnera_aphidicola_Y	26.0900	E_s250	1.0000	1	2.0000	0.9209	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/E_s250__g00_Buchnera_aphidicola_Y__ptr1.0__r1__2.0x
g00_Buchnera_aphidicola_Y	26.0900	E_s250	1.0000	1	5.0000	0.9737	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/E_s250__g00_Buchnera_aphidicola_Y__ptr1.0__r1__5.0x
g00_Buchnera_aphidicola_Y	26.0900	E_s250	1.0000	2	0.5000	0.0230	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/E_s250__g00_Buchnera_aphidicola_Y__ptr1.0__r2__0.5x
g00_Buchnera_aphidicola_Y	26.0900	E_s250	1.0000	2	1.0000	0.6507	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/E_s250__g00_Buchnera_aphidicola_Y__ptr1.0__r2__1.0x
g00_Buchnera_aphidicola_Y	26.0900	E_s250	1.0000	2	2.0000	0.8945	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/E_s250__g00_Buchnera_aphidicola_Y__ptr1.0__r2__2.0x
g00_Buchnera_aphidicola_Y	26.0900	E_s250	1.0000	2	5.0000	0.8690	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/E_s250__g00_Buchnera_aphidicola_Y__ptr1.0__r2__5.0x
g00_Buchnera_aphidicola_Y	26.0900	E_s250	1.5000	1	0.5000	1.3120	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/E_s250__g00_Buchnera_aphidicola_Y__ptr1.5__r1__0.5x
g00_Buchnera_aphidicola_Y	26.0900	E_s250	1.5000	1	1.0000	1.3399	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/E_s250__g00_Buchnera_aphidicola_Y__ptr1.5__r1__1.0x
g00_Buchnera_aphidicola_Y	26.0900	E_s250	1.5000	1	2.0000	1.5382	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/E_s250__g00_Buchnera_aphidicola_Y__ptr1.5__r1__2.0x
g00_Buchnera_aphidicola_Y	26.0900	E_s250	1.5000	1	5.0000	1.4825	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/E_s250__g00_Buchnera_aphidicola_Y__ptr1.5__r1__5.0x
g00_Buchnera_aphidicola_Y	26.0900	E_s250	1.5000	2	0.5000	1.7927	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/E_s250__g00_Buchnera_aphidicola_Y__ptr1.5__r2__0.5x
g00_Buchnera_aphidicola_Y	26.0900	E_s250	1.5000	2	1.0000	1.7376	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/E_s250__g00_Buchnera_aphidicola_Y__ptr1.5__r2__1.0x
g00_Buchnera_aphidicola_Y	26.0900	E_s250	1.5000	2	2.0000	1.4489	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/E_s250__g00_Buchnera_aphidicola_Y__ptr1.5__r2__2.0x
g00_Buchnera_aphidicola_Y	26.0900	E_s250	1.5000	2	5.0000	1.4258	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/E_s250__g00_Buchnera_aphidicola_Y__ptr1.5__r2__5.0x
g00_Buchnera_aphidicola_Y	26.0900	E_s250	2.0000	1	0.5000	1.1356	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/E_s250__g00_Buchnera_aphidicola_Y__ptr2.0__r1__0.5x
g00_Buchnera_aphidicola_Y	26.0900	E_s250	2.0000	1	1.0000	1.1451	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/E_s250__g00_Buchnera_aphidicola_Y__ptr2.0__r1__1.0x
g00_Buchnera_aphidicola_Y	26.0900	E_s250	2.0000	1	2.0000	1.8936	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/E_s250__g00_Buchnera_aphidicola_Y__ptr2.0__r1__2.0x
g00_Buchnera_aphidicola_Y	26.0900	E_s250	2.0000	1	5.0000	1.9411	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/E_s250__g00_Buchnera_aphidicola_Y__ptr2.0__r1__5.0x
g00_Buchnera_aphidicola_Y	26.0900	E_s250	2.0000	2	0.5000	1.6001	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/E_s250__g00_Buchnera_aphidicola_Y__ptr2.0__r2__0.5x
g00_Buchnera_aphidicola_Y	26.0900	E_s250	2.0000	2	1.0000	1.7810	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/E_s250__g00_Buchnera_aphidicola_Y__ptr2.0__r2__1.0x
g00_Buchnera_aphidicola_Y	26.0900	E_s250	2.0000	2	2.0000	2.0678	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/E_s250__g00_Buchnera_aphidicola_Y__ptr2.0__r2__2.0x
g00_Buchnera_aphidicola_Y	26.0900	E_s250	2.0000	2	5.0000	2.0234	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g00_Buchnera_aphidicola_Y/E_s250__g00_Buchnera_aphidicola_Y__ptr2.0__r2__5.0x
g01_Buchnera_aphidicola_C	25.4400	A_k16	0.5000	1	0.5000	0.6230	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g01_Buchnera_aphidicola_C/A_k16__g01_Buchnera_aphidicola_C__ptr0.5__r1__0.5x
g01_Buchnera_aphidicola_C	25.4400	A_k16	0.5000	1	1.0000	0.3733	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g01_Buchnera_aphidicola_C/A_k16__g01_Buchnera_aphidicola_C__ptr0.5__r1__1.0x
g01_Buchnera_aphidicola_C	25.4400	A_k16	0.5000	1	2.0000	0.4501	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g01_Buchnera_aphidicola_C/A_k16__g01_Buchnera_aphidicola_C__ptr0.5__r1__2.0x
g01_Buchnera_aphidicola_C	25.4400	A_k16	0.5000	1	5.0000	0.4558	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g01_Buchnera_aphidicola_C/A_k16__g01_Buchnera_aphidicola_C__ptr0.5__r1__5.0x
g01_Buchnera_aphidicola_C	25.4400	A_k16	0.5000	2	0.5000	1.0603	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g01_Buchnera_aphidicola_C/A_k16__g01_Buchnera_aphidicola_C__ptr0.5__r2__0.5x
g01_Buchnera_aphidicola_C	25.4400	A_k16	0.5000	2	1.0000	0.7637	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g01_Buchnera_aphidicola_C/A_k16__g01_Buchnera_aphidicola_C__ptr0.5__r2__1.0x
g01_Buchnera_aphidicola_C	25.4400	A_k16	0.5000	2	2.0000	0.4249	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g01_Buchnera_aphidicola_C/A_k16__g01_Buchnera_aphidicola_C__ptr0.5__r2__2.0x
