sample-id	S_8123220	S_0313206	S_8123213	S_1411224	S_1313229	S_8123225	S_1413229	S_8123218	S_8221232	S_1413216	S_1413230	S_0313216	S_8221227	S_1211212	S_1313218	S_1313221	S_1313202	S_8123214	S_8123227	S_0313222	S_1213209	S_0313218	S_8221222	S_1213218	S_1211209	S_1213211	S_1313223	S_1413233	S_1413221	S_8221213	S_8222219	S_8123226	S_1413231	S_1311202	S_8123202	S_0313207	S_8221231	S_1212203
s__Neisseria_lactamica	221016	129557	94495	176800	240824	0	253347	204992	1558435	189064	1063983	616676	758555	381617	993996	0	90424	269515	293958	6919693	360198	185501	185886	922430	231006	130395	28007	111349	0	129884	0	91583	2116457	1159909	160843	142409	686204	277253
s__Neisseria_lactamica_A	0	0	0	0	0	0	0	42690	0	0	34413	0	296710	0	0	0	0	94850	0	0	0	0	0	0	0	0	884565	0	0	0	0	0	727618	0	0	0	0	0
s__Neisseria_lactamica_B	213308	1670584	250712	4116719	395750	723185	642857	123640	2283325	523543	1546454	12785714	2467247	1373795	639170	774883	742509	219410	1857310	1547561	143037	361674	2242780	195428	3338481	229555	1138553	654798	295384	6774168	40251	135560	559697	1671806	439045	1284806	489568	278977
s__Neisseria_macacae	5796744	139584	222480	6765860	283558	4167775	946239	1189715	4820517	122336	1146374	1883280	2420569	1335802	2519635	7927255	694258	623307	1123706	331511	122252	987299	6740688	1008730	1669568	0	1601376	1946366	276091	3720118	158605	85477	1693588	7917198	315301	3044050	2314672	499780
s__Neisseria_meningitidis	997045	1055244	1327982	1649360	4199743	831316	847135	1477455	3559502	281007	774925	1890948	2248662	465831	701926	96533	41811	619593	897622	2528027	11076640	530567	1245817	2061630	760816	157618	492164	206005	436878	3101091	55470	466861	5555444	1407196	414453	1579258	1316648	4159764
s__Neisseria_mucosa	33551220	2887100	29810757	16981934	54257448	11380874	8167348	19554289	58845025	7809590	14795471	3178170	3679251	11685879	27098414	57721047	8468903	1755390	2871485	19100770	842591	4040856	5363877	3897558	13864006	1714284	3505786	1396774	3567500	4911316	7120397	5310307	9779902	17068509	4930781	37376498	4214802	4762250
s__Neisseria_mucosa_A	2661411	2418431	3224392	4938820	1209249	1632523	2604014	16559061	18007691	552119	8177701	6684846	42509442	984528	2839371	3841568	655135	546837	5932749	1067932	1378625	851251	2020856	772079	2525740	1871405	1334923	994437	296044	6782631	277035	1094529	2413773	5527309	407845	3315938	4999925	4720313
s__Neisseria_musculi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13974	0	0	0	0	6381	0	20124	0	0	0	0	0	0	0	10710
s__Neisseria_perflava	136153	5715331	1768793	1095545	2331603	1384211	254262	179593	7834932	1599029	613428	1212443	1101690	174309	500956	1797599	0	1287550	116020	510692	6942515	867785	956928	1011626	1278528	1022304	1052070	3050994	469801	483028	2518500	392361	490037	990798	715893	227720	2449337	2791480
s__Neisseria_polysaccharea	0	0	0	0	0	1168411	95787	90090	447335	78798	210434	264553	490598	0	112305	133320	0	123899	110869	200318	5802	2076157	38103	0	0	0	37810	0	0	38446	0	0	1193369	295480	193443	0	293722	31129
s__Neisseria_potus	191207	0	0	0	39124	0	12124	0	38747	0	10904	0	45922	0	83266	14736	0	0	0	343428	0	316926	0	0	9335	0	0	24803	0	0	0	0	0	0	0	0	12320	18717
s__Neisseria_sicca	12396944	2170641	256883	3108754	1042510	1105395	702128	629316	2237771	0	299757	5136638	2030207	557491	1237289	4898265	277274	505808	317028	793392	198767	268373	7118261	570565	2352020	0	1104461	1004326	208248	522253	244995	54049	964877	2922893	139254	1831857	877042	916134
s__Neisseria_sicca_A	3435477	876919	1970155	5786420	203912	916771	545534	724912	3818318	83704	1138317	11651830	3489057	2101056	758493	3945589	423201	178373	1914735	613291	493231	209629	3026011	400562	2803040	487487	1047926	290684	374312	5082595	264457	370053	1499517	802584	260770	1703039	1913402	2348393
s__Neisseria_sicca_B	43339543	10643804	333507	11592284	957384	14641157	1196040	2750491	4465326	59273	2240412	7674367	4281624	2270312	5105156	10916045	892610	5820771	3246272	1208890	548095	3555805	6942315	1334518	20840461	312124	4811503	3433870	475154	10989241	2151734	18097959	1835538	7617399	395579	7213698	4501750	5371808
s__Neisseria_sicca_C	8608773	1995376	1827168	4617599	143021	816808	936574	1000979	3174572	48260	1530579	2017371	4955094	192167	1515765	3402013	636071	72645	976666	704423	355517	952704	1228719	1128202	3311914	205274	2930310	760141	431693	5280753	361568	814001	3748592	2980542	442242	4229392	1749148	2341738
s__Neisseria_sicca_D	30198034	2100511	18598109	6395285	1127085	858939	2224032	3494221	22169880	583572	2199605	4340781	4758122	1414119	2369775	4485254	1080000	746699	3148718	1098561	1829187	394312	2645228	1082851	6699447	11544372	4656576	508786	565754	8660561	550424	4543384	1086586	2178538	510745	3987390	12287731	2084720
s__Neisseria_sicca_E	566387	632593	247888	756327	117671	0	193017	523016	626829	77997	254323	3620634	1560305	664171	0	1968024	24807	0	566096	50711	29712	0	1278367	122622	2414658	845484	47112	21703	84492	723110	43956	0	48100	2082087	40444	471294	224334	121085
s__Neisseria_sp000090875	4859240	53813	254524	3291589	3886073	2160251	993449	1104423	4687631	562583	610285	771637	3142736	179254	1579122	102153	712011	1957265	367384	374746	365225	266966	507763	3086949	3113510	1733995	2345513	3390756	3319796	3253526	5879381	1002352	727115	7144277	931152	568669	2109534	505975
s__Neisseria_sp000186165	923650	126104472	17410306	32659843	6566903	22262846	16983056	8929035	22249179	23726472	4948179	79855939	15372470	41981658	7477479	11889317	891504	12160748	3463439	19348764	27170405	117968354	20757203	23068590	20387114	7307016	5913216	102247326	5397749	36378237	56194457	36181829	6461453	2570011	17155964	94062706	26581610	22352187
s__Neisseria_sp000227275	26966322	5900917	1477295	8211573	786776	2645563	828156	2091401	5757378	863883	2139473	15671297	3009762	3731141	4719170	7987907	883485	1551422	1827738	583951	460473	1386270	12612201	3576706	10200234	212796	8343416	3523412	417087	5755447	906883	1393831	1388269	50760663	502590	4125787	5693425	1944162
s__Neisseria_sp000952795	3832771	1989948	3706053	6203593	2243904	0	92581	921027	2766359	67784	599210	264397	592056	1501646	2228398	1384568	209782	687269	862254	704752	85936	404689	459755	1895837	2402847	431408	3915217	896601	336230	3705523	0	404487	3329868	46345662	457705	3683135	3187184	230228
s__Neisseria_sp001308015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16804	0	0	0	0	0	0	0	0	0	0	0
s__Neisseria_sp001809325	6725554	491937	209486	14691396	262499	1104619	451856	512490	1292550	76895	937735	12177580	432470	2331730	1127723	2217791	89824	142218	5748451	689778	310426	151114	7786269	419169	8823209	0	2062124	1609124	327330	17440338	174104	39235	559104	2124081	664000	1647984	918333	1310330
s__Neisseria_sp001815675	10499076	666369	445894	2994918	438911	588934	622035	1093129	2672528	4137546	733374	3158214	784636	781710	1163000	2717509	291084	311101	1112223	136340	274869	1426901	2418873	478842	2708681	197679	3425829	975971	155100	3968803	186117	88780	717554	1747323	296249	1498230	578580	2720651
s__Neisseria_sp002237445	110417	60214	144819	250688	237524	325863	1252476	10001	101025	0	1053771	173064	99564	213634	225402	80896	40711	237957	37481	3472476	609933	123692	47754	12921	215929	647666	49513	3605866	36082	72487	18624	18917	4700	30425	19221	102383	445906	693655
s__Neisseria_sp002327085	0	33808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Neisseria_sp011038745	0	0	0	0	329517	0	0	0	14217	0	0	0	0	0	137744	0	0	0	0	1142086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6341	0	0
s__Neisseria_subflava	410087	8173306	17656594	9397701	29470115	2962542	9418899	2496368	14744021	2308157	10439426	15432753	4282818	3247423	20887167	6119220	1731811	6778034	13548491	50436346	57626786	5305638	4650858	1318900	21453377	14674362	529717	5443279	3176836	7870673	7218966	1396552	1242105	5976439	1059455	7870160	6902890	34973760
s__Neisseria_subflava_A	900929	13602138	8249457	11436840	12966695	8982540	5986541	19017262	8847335	18848291	9602829	12306115	5776801	3526763	16680019	4483164	9248390	81066817	2689975	87034787	39737052	34900893	13155934	1860059	12171791	16649128	2452128	40902913	3720402	7215946	16796068	6247221	1410184	7447924	15045618	25891325	15807329	12636673
s__Neisseria_subflava_B	318035	3436863	849765	1326163	1117334	1422076	232034	272645	1508846	611118	826054	1416203	504647	57336	396606	1089557	108792	1124658	64639	0	7195061	7238217	187947	0	360336	0	0	953298	1298833	625764	0	1244662	491379	546972	283841	881178	711143	4142141
s__Neisseria_subflava_C	2633529	96773582	13964723	8663576	6406065	7697669	10710855	4441232	19157947	13189458	5415350	11235569	7659819	2113364	10257095	20879430	1103245	6699870	5336071	62758397	112043317	42928813	12776889	2875928	50316279	2514954	905690	11057611	13828990	10061955	12014752	9508050	3863488	8364386	8921268	33526351	16065849	22613845
s__Neisseria_suis	0	0	0	0	0	0	0	0	0	0	0	18977	23562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Neisseria_weaveri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25351	0	0	0	0	0	0	0	0	21135	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Neisseria_zoodegmatis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__QFNR01_sp003248485	0	0	0	0	0	0	0	0	0	0	0	0	19752	0	34369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Simonsiella_muelleri	0	48912	0	0	0	0	898978	0	143797	0	0	0	12433	0	0	0	0	0	6073	7662	0	0	0	0	6919	79985	0	4221	0	0	0	0	0	32327	2817541	0	0	0
s__Azonexus_sp002345845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10012	0	0	0	0	0	0	0	0
s__Oryzomicrobium_terrae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36464	0	0
s__Cardiobacterium_hominis	395200	172100	658782	484523	1104499	2388440	639727	158346	986093	111228	516250	1044553	469264	631196	836841	361140	164675	1100267	281170	1593187	760912	143135	228876	250139	573013	2887556	297525	625252	617662	798425	244960	158810	260797	514070	46951	701857	612556	5347780
s__Cardiobacterium_valvarum	58902	4231	29129	265364	82850	97130	34768	44193	132628	3374	21508	9499	103634	53327	89078	7318	8822	94348	225011	141455	41517	27913	65649	13422	53646	79585	49613	40205	67553	12015	48361	9979	48200	19216	2232	65815	0	248248
s__Aeromonas_caviae	0	0	0	0	0	0	0	0	0	0	0	4307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29736	0	0	0	0	0	0	0	0
s__Pararheinheimera_mesophila	0	0	0	0	0	0	11823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5276	0	0	0	0	0	0	0	0
s__Pararheinheimera_tangshanensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6768	0	0	0	0	0	0	0	0
s__Enterobacter_hormaechei_A	0	0	0	0	0	0	0	0	25631	0	0	0	0	0	14128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29836	0	0	0	0	0	0	0	0
s__Klebsiella_pneumoniae	2815	0	0	12648	0	0	16833	0	0	1972	0	0	0	17341	0	0	25207	0	0	0	0	9785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Klebsiella_A_grimontii	0	0	0	0	0	0	0	0	3664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Kluyvera_cryocrescens	0	0	0	0	0	0	0	0	3124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Leclercia_adecarboxylata_C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8481	0	0	0	0	0	0	0
s__Pantoea_ananatis	0	0	0	0	0	0	0	0	0	2964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Salmonella_enterica	0	0	14014	4949	0	0	9118	0	797	2253	4432	0	4783	0	25551	0	2131	10148	11825	9892	23010	0	5328	0	5996	0	0	9801	2856	0	9913	41437	0	0	28231	5229	15124	0
s__Actinobacillus_ureae	0	0	0	0	0	0	28255	0	0	0	0	0	55547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Actinobacillus_B_seminis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50106	0	0	0	0	0	0	0	0	0	0
s__Aggregatibacter_actinomycetemcomitans	0	0	0	0	0	0	0	0	0	0	0	0	0	11026	90280	0	0	0	0	0	0	0	34483	0	0	0	0	0	0	0	0	0	0	0	14216	0	0	0
s__Aggregatibacter_aphrophilus	117908	138396	332726	317703	1290429	1100040	1516085	348990	256123	123742	205979	222237	173873	307426	2004228	474595	50813	576043	155086	101827	95140	104797	221447	0	951972	151756	24306	207433	78077	229488	121835	64859	71248	486567	234614	182158	33353	3628363
s__Aggregatibacter_kilianii	75230	0	31732	121272	91055	228279	78052	212770	120062	28435	31812	146379	166168	83298	885693	38493	0	180688	54016	11703	19708	24612	202597	0	92753	0	22606	0	44501	36044	0	82274	377103	279792	66072	80340	0	5901343
s__Aggregatibacter_kilianii_A	0	0	0	0	0	0	175487	0	4976	0	0	0	0	0	0	0	0	0	6494	0	0	0	0	0	0	0	0	4911	0	0	0	0	0	0	0	43576	0	0
s__Aggregatibacter_segnis	582222	264872	790087	1087606	1055088	411436	784826	470205	748808	159170	545818	526720	507667	599471	13787013	1396518	128998	1051910	690965	0	57024	429238	767094	180844	2913278	427466	81921	170205	356260	42351	282706	142375	207960	885523	619157	376385	93248	1035344
s__Aggregatibacter_segnis_A	641165	447860	1263546	1969000	1338966	446812	863397	1959595	702249	414979	704738	687697	538039	602798	3703103	1392661	72019	581892	692683	40109	80534	645411	709716	226916	6229346	367286	455910	719064	390058	89007	190532	313432	436750	1195527	798140	539318	159891	2664407
s__Aggregatibacter_sp000466335	2185623	1731946	3435174	5160510	3025472	3149629	2859056	2931713	1670254	1285083	2205214	2349922	1253808	1061862	6211021	3368414	385130	3067228	1591727	66114	202642	947119	1969056	541525	7125045	508471	728726	714760	782049	214253	400505	753734	801798	4405808	1595158	1464761	331286	3023073
s__Cricetibacter_osteomyelitidis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Gallibacterium_anatis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Haemophilus_haemolyticus	319874	750765	3130673	3891593	2089772	0	13009396	1848457	1561499	986332	3358395	9226620	7187322	1785586	3063576	515887	289083	3984543	2067109	3328513	614145	1626174	17907554	345898	4980490	9851832	1124913	1789215	3242668	1281939	206824	414912	3166332	1639032	16589977	978431	8117875	3395010
s__Haemophilus_haemolyticus_G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286233	0	0	0	0	0
s__Haemophilus_haemolyticus_I	531446	0	526023	422194	89454	0	2544899	0	693030	183144	674837	959386	1022287	282725	77254	0	0	544076	486597	0	167965	820100	6391676	0	318029	0	13904	100876	0	248849	0	175339	675543	0	1697385	97169	385536	651025
s__Haemophilus_haemolyticus_J	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	690977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Haemophilus_influenzae	0	0	259771	0	0	0	0	0	1150712	0	0	0	627192	0	0	0	0	116026	83480	0	0	0	554770	0	0	0	0	0	143143	360120	0	0	0	0	0	103619	0	0
s__Haemophilus_influenzae_D	0	0	0	0	0	0	588202	0	669518	0	145146	0	679014	0	45391	0	0	0	27359	0	0	56927	715009	0	110867	0	0	0	0	0	0	0	169955	0	0	63010	273470	714335
s__Haemophilus_influenzae_E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	573868	0	0	0	0	0	0	0	0
s__Haemophilus_influenzae_F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1937981	0	0
s__Haemophilus_quentini	0	0	0	0	0	0	1091254	0	0	291287	0	0	114988	223568	0	0	0	0	182758	0	0	0	0	0	77612	0	0	0	0	0	411827	0	0	0	0	0	0	0
s__Haemophilus_sp001276515	0	0	0	0	0	0	643696	0	102922	133204	50019	112719	213765	41499	0	0	43211	534428	149442	0	0	116077	2156436	0	163820	0	0	238489	322555	0	0	0	0	0	310267	110890	47175	448715
s__Haemophilus_sp002998595	3264777	366055	1208140	1894986	1580071	1883341	36035745	4027570	131023	3619574	5028788	1611532	9359783	1228981	1351631	16887932	936158	8495140	4249841	712519	926527	4520974	2388099	6884830	4321576	10379203	190419	822431	534188	910194	417325	525628	5471713	6091273	1458343	626851	6139013	6470941
s__Haemophilus_A_parahaemolyticus	96266	1069508	15679829	3023725	5836242	726601	46004196	248364	17198267	0	6831671	206261	32089740	2364782	1048837	12306642	572269	7476089	1156774	1507151	2552114	256875	5789362	0	9424860	2912096	2020377	27003	11261004	179300	443135	702098	34251280	124391	430144	64913	102268	1128739
s__Haemophilus_A_paraphrohaemolyticus	0	20905	1452455	97368	823949	0	5770412	149085	1632301	0	219910	11145	1855900	189852	81362	678677	461695	5577551	3433533	4084365	502180	7293	370771	0	526298	1678610	133158	24203	426191	1079146	21828	21119	1919197	0	392704	20235	0	1416161
s__Haemophilus_A_sputorum	167668	2966504	156633	1331739	547235	3488794	7733778	109912	1235177	7339229	140729	50103	4909005	1860247	7367869	80294	1242120	6241820	5862296	2523768	2317255	2130619	239291	253034	5106822	7888919	274607	6028548	931993	919014	2645491	730725	6027119	356634	3294823	631389	0	7118756
s__Haemophilus_D_parainfluenzae	1371972	11223752	18758156	17291753	5902156	13225023	9449121	10733253	6057793	20460712	8064249	10134648	5186081	7402157	16822877	12268968	835721	12866539	5883139	15240731	24667093	5882106	8754385	14409127	4364872	7617258	2545679	16805861	6402094	3484912	14085301	12242645	8825455	18607580	8089758	12452164	10343812	4803998
s__Haemophilus_D_parainfluenzae_A	69720	1123376	551132	2999078	2876553	550616	1076644	505995	479276	1478550	191894	582801	1032555	1059707	2181066	331950	268332	4428623	488806	796005	1349659	523557	165545	760149	236819	2430876	430037	6684266	820979	1068179	1596688	1131074	779565	1380328	3995565	2188153	3352396	520811
s__Haemophilus_D_parainfluenzae_J	40270	189140	2017478	408742	1145809	505388	539954	240811	183483	158187	127735	1872880	276489	233018	1106831	191951	124541	531427	166666	538275	1519257	1348341	120959	147222	1133864	1415880	118545	1395659	166233	342878	1115276	97488	145192	528462	634848	185376	470246	155494
s__Haemophilus_D_parainfluenzae_K	2715441	9536100	10284008	11767861	4595458	6068007	2769036	5010359	3600700	3847780	5731249	18369938	2569126	6127210	7313329	2100472	826577	6159702	1987552	2227034	8146447	5168999	17805807	7144847	4758786	5973324	1223280	17536086	1811649	5065024	9059300	3597618	3675505	5435020	7736944	4530465	10928112	3502571
s__Haemophilus_D_parainfluenzae_L	561532	1782988	5106168	1711762	2110766	791075	1760908	2525850	716746	955473	4649745	8717984	1603961	2182178	547884	1642241	379197	2267718	1038073	2709390	4859640	3418501	6470862	2295545	2515317	1491277	570058	3498567	1823772	1366954	1803720	3240084	1353101	2012746	4822196	1700123	1554145	733775
s__Haemophilus_D_parainfluenzae_M	1031147	2036861	7830168	6741747	2327928	1660454	4427475	2378561	639083	2012738	816061	8143096	2764350	4081189	2996181	4471083	877726	8320495	3861464	1656077	5204574	3139522	4259776	1031326	896441	3432605	579853	6407531	4804712	1691878	6663373	1924541	1837363	1063594	5589397	7940039	884887	9975428
s__Haemophilus_D_parainfluenzae_N	385143	2183921	931491	556162	672015	200371	767942	381388	317182	1754656	353488	957371	499559	697630	798168	311099	199416	907137	296047	1716884	7445502	905121	254092	693909	258565	256882	79620	10892349	602339	329198	150868	584038	402331	841061	990214	1395098	740845	1362866
s__Haemophilus_D_pittmaniae	0	14403	21322	70667	56234	0	18837	55417	0	59874	18107	61751	33088	51723	31763	0	0	33057	0	29106	35015	21210	0	0	47630	51055	32608	128123	17039	16620	69588	14713	47298	83068	33537	24342	0	0
s__Haemophilus_D_sp001679485	561432	3045011	8386641	4831663	5900345	2900634	3525677	1723259	674045	2709887	830885	3522473	3256528	2380028	3833049	1170732	690763	8527663	1668949	9107111	11253187	6995446	1701994	1247737	1299472	6442199	1225883	13051595	1748789	3179563	3358882	2146677	2200528	1757561	8071486	6747782	1955857	1434747
s__Haemophilus_D_sp001815355	437075	2492632	6879719	5959755	3215745	4013208	1138121	2374043	1531464	1095402	1763769	9233559	1486496	4209172	4168096	1998509	1064101	4439087	1488833	3973644	10181693	2774223	15260085	1316727	2157473	2899469	1585319	4858024	1556041	1274099	2431756	2483965	1668365	3782033	3806117	3924978	6862724	701787
s__Haemophilus_D_sp900755445	0	339555	2496704	0	385723	563383	383270	108854	0	187101	155332	707471	337139	363831	824534	0	114709	1052806	501612	1029471	2574048	396399	211509	0	0	600468	149336	1035038	580736	2002766	183535	213276	805902	280619	734493	254620	0	392660
s__Haemophilus_D_sp900756155	524049	1413110	2189120	3418297	1117921	0	1215612	1729476	778420	578003	1606131	7173321	953161	1531796	1134777	376712	261946	3109315	873845	1760242	636008	761778	8441703	725658	1024759	5453019	620571	5288813	865377	1017838	1176428	851230	1374861	693774	1871838	572659	2793585	860234
s__Haemophilus_D_sp900756875	112650	1280141	3136592	752338	2104142	194160	728285	610941	105428	189377	109048	924472	224103	426369	2467691	130365	924622	2097758	195330	1633644	7708823	2525248	203663	301684	176682	2816619	328337	3793249	481458	131186	0	371049	271946	396736	916865	464021	233529	585133
s__Haemophilus_D_sp900764435	147745	2262261	1323670	3049383	403588	1893233	252683	732947	894416	992301	414667	855251	976394	1948729	2017704	644695	0	1385603	279883	1148777	165816	485015	633454	2914137	630757	0	279977	11011672	591502	603898	1814989	407608	912453	2798222	4199428	2264506	2440008	1694617
s__Mannheimia_granulomatis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24852	0	0	0	0	0
s__Mesocricetibacter_intestinalis	0	47511	18819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99792
s__Necropsobacter_massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Pasteurella_dagmatis	0	0	48249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Rodentibacter_mrazii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78113	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Rodentibacter_sp901420285	38266	101608	564587	129689	57535	76059	102662	249616	67382	381757	53520	11647	109796	64353	238529	9603	166897	107793	406292	15603	15406	153599	33277	44674	128679	48952	140278	7871	55626	9632	27034	29527	154003	14312	52057	62008	0	40637
s__Shewanella_xiamenensis	0	0	0	0	0	0	0	0	12015	0	0	0	2988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53865	0	0	0	0	0	0	22135	0
s__Legionella_pneumophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65517	0	0	0	0	0	0	0	0	0	0	0	0	52263	0	0	0	0	0	0	0	0
s__Acinetobacter_baumannii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40633	0	0	0	0
s__Acinetobacter_guillouiae	0	0	0	13350	0	0	0	0	0	0	0	0	5815	2997	0	9272	0	10751	0	0	0	0	6635	0	0	0	0	0	0	3364	0	0	0	0	4215	0	9074	0
s__Acinetobacter_johnsonii	0	0	0	0	0	0	0	95501	41951	0	0	0	23462	0	0	0	0	31851	0	0	0	0	12466	0	0	0	0	0	0	46356	0	0	0	0	0	0	38461	0
s__Acinetobacter_junii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46038	18020	0	0	0
s__Acinetobacter_oleivorans	99973	0	18619	27303	0	349626	0	139664	133535	97120	14506	323812	0	49918	103805	135679	8792	66616	63036	0	0	0	0	0	0	0	0	0	13932	22627	0	0	12025	0	30233	54194	0	0
s__Acinetobacter_soli	0	0	0	0	0	0	0	0	31038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3354	0	0	0	0	0	0	0	0
s__Moraxella_bovoculi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182313
s__Moraxella_catarrhalis	0	24006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61527	0	0	0	0	0	0	122358	0	0	0	0	0	0	60396	227146
s__Moraxella_nonliquefaciens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25837	0	0	0	0	0	0	99120	0	0	0	0	0	38667	25040	0
s__Moraxella_A_cinereus	0	0	0	0	0	0	0	0	0	0	0	18174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8287	0	0	0	0
s__Moraxella_C_lincolnii	0	0	35836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Psychrobacter_sp002810365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4906	0	0	0	0	0	0	0	0
s__Pseudomonas_aeruginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	21358	0	321	0	0	0	0	0	0	0	0	0	0	0
s__Pseudomonas_A_sp000765155	0	0	0	6495	0	0	0	0	0	889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Pseudomonas_B_oryzihabitans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3454	0	0	0	0	0	0	0	0
s__Pseudomonas_E_alcaligenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53965	0	0	0	0	0	0	0	0
s__Pseudomonas_E_ovata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Pseudomonas_E_putida_E	0	0	0	0	0	0	11823	0	4045	2844	2641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9151	0	0	0	0	0	0	0	0
