sample-id	S_8123220	S_0313206	S_8123213	S_1411224	S_1313229	S_8123225	S_1413229	S_8123218	S_8221232	S_1413216	S_1413230	S_0313216	S_8221227	S_1211212	S_1313218	S_1313221	S_1313202	S_8123214	S_8123227	S_0313222	S_1213209	S_0313218	S_8221222	S_1213218	S_1211209	S_1213211	S_1313223	S_1413233	S_1413221	S_8221213	S_8222219	S_8123226	S_1413231	S_1311202	S_8123202	S_0313207	S_8221231	S_1212203
s__Streptococcus_sanguinis	77123538	10247304	9910262	27543121	6529146	24897770	11682232	10647039	20538981	5535642	6432608	54399570	2804667	5119987	3739502	26412782	15091813	34284610	3460149	1460441	7774765	932696	8487354	17221481	17863400	23158090	28122951	4798486	1422522	32097018	1713486	6892962	6339284	46314593	1171148	11897767	48335916	10756099
s__Streptococcus_sanguinis_A	133834	630859	0	1402688	128003	1495341	191980	197386	74991	104770	962742	1006876	184554	265888	1017536	718433	112365	162464	188558	42009	162991	32115	442070	180761	227131	1477005	1257102	265085	0	313006	0	953176	79064	5358330	51256	979374	837065	425583
s__Streptococcus_sanguinis_C	4802421	1127243	0	0	0	5739668	0	1273857	0	0	0	5331736	0	331889	0	0	324164	1368603	119715	98722	0	0	434358	1662118	1223806	1085908	1819852	435002	247396	1421510	0	790785	490410	0	0	354827	751069	1469881
s__Streptococcus_sanguinis_D	1013107	0	0	571700	246081	3051165	0	0	0	222930	170757	1530791	0	0	348114	0	0	0	0	0	208916	0	1064215	147368	423233	0	71918	0	0	104940	0	57952	205886	7166378	37441	188559	0	0
s__Streptococcus_sanguinis_E	847058	1190407	696363	790999	4268049	1020921	655190	1181781	0	152684	411437	1638358	481905	0	444552	2023233	379572	521547	671905	128823	512420	140069	793293	1992598	96664	5307783	119560	120515	647161	4588377	0	356267	7695680	8461702	99809	252225	2843554	1025189
s__Streptococcus_sanguinis_F	15873389	0	194606	755400	28901663	14604810	213825	3899996	0	321239	616860	1477222	214317	280475	358811	7075610	2344494	0	383332	145481	2373674	618163	3265906	172485	1510636	0	1581841	0	4169934	5760232	0	894347	1145482	2326093	129917	547837	989004	1090179
s__Streptococcus_sanguinis_G	150662	480933	0	645630	340824	5041317	226694	598589	214447	0	161032	456013	95052	0	373869	963258	699042	0	185549	62414	1149342	0	3902816	153177	508846	0	591835	0	0	993967	0	777566	350465	2479586	415939	167160	500906	0
s__Streptococcus_sanguinis_H	46221726	2360348	1714289	2404633	2375054	16745358	1104758	4017674	3832570	191342	2252104	4963457	1217357	2337569	2790705	2990050	4903478	36779032	1440846	1596371	4396775	599492	8879562	13129540	1669368	2628487	7001823	1932786	744346	4570586	240935	7025795	5895656	29577055	792359	3330179	13395302	5470118
s__Streptococcus_sanguinis_I	2280455	164724	0	504270	279022	2268308	55107	0	304698	75494	32512	201182	252811	122283	148805	1519135	208173	628196	67245	49411	118840	38218	1024307	200283	768782	0	123401	159471	32774	108733	0	104505	262550	1271778	91300	365079	414335	525712
s__Streptococcus_sinensis	205201	59414	37938	284369	0	0	77952	0	19524	11114	27310	224991	314799	94224	677835	0	29208	0	45999	0	152188	55626	166210	0	0	0	355624	0	20747	455631	0	0	41286	0	19121	85850	98657	73067
s__Streptococcus_sobrinus	37865	0	413292	0	0	0	0	0	866072	0	0	0	0	0	0	0	14704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	873747	0	422657	0	0	0
s__Streptococcus_sp000187445	0	0	41041	2000585	0	0	0	239004	0	278478	639028	74904	34291	55933	0	0	269104	0	15233	36108	33214	0	0	141775	0	1256354	240368	108821	0	498701	94921	39035	28158	0	44549	384536	0	0
s__Streptococcus_sp000187745	861746	2376070	0	2537127	0	0	797720	6962505	364285	1534480	810389	0	5246040	444166	0	7907122	120481	0	989883	2971330	0	248122	0	1990501	4326936	22700341	0	0	0	2542346	8548059	240527	18257471	939913	1946754	212055	5412846	407218
s__Streptococcus_sp000220065	2357374	122870	727934	916240	660495	273117	122015	97906	270398	168527	1033643	266696	173157	1446754	1020214	234161	287308	942345	328877	2035534	51021	377130	259089	168358	1022676	862235	333161	333337	583631	1086341	93819	244418	174845	312799	0	858647	503520	2781834
s__Streptococcus_sp000235485	0	188967	923393	163652	320524	4791589	236265	910982	772178	124139	389289	391529	163673	188032	664987	801258	704392	221607	668364	61814	0	382394	864970	822164	1302602	540290	137470	154770	136296	119708	0	112952	100108	245828	307171	87653	505764	695665
s__Streptococcus_sp000259505	0	81019	32132	11844731	0	0	355366	677657	355603	583964	667492	374589	1738393	19457366	217717	271299	57415	231104	1368710	0	0	922422	476587	2839451	449728	0	300301	0	78178	1017522	0	517955	1568460	283060	39582049	79639	501638	769586
s__Streptococcus_sp000314795	147058	1080545	998798	88635	956139	0	501528	1178830	63377	990863	744513	337986	495110	1168875	474113	356948	328963	0	650880	851219	148308	219710	1067139	409536	141065	287531	1054986	803471	496585	466593	593487	373232	106427	442266	632419	1147987	497319	341342
s__Streptococcus_sp000411475	6947199	1729688	808098	3152741	652306	632412	786229	1587397	629131	1604685	651618	5794723	231448	4023136	998157	199975	190717	527259	1249364	453376	419091	1576677	533635	760945	201418	1598612	797141	898503	189248	1476006	4805719	828031	842536	226477	1008728	1309859	317652	1535720
s__Streptococcus_sp000448565	937312	1109933	3942320	1925240	278716	0	0	6542725	507649	347567	1174077	0	1710208	2100398	0	0	8957137	0	2342315	1239950	0	0	2688806	0	357447	0	7723553	0	0	1457294	3429872	1283394	0	944689	1461504	0	2555438	0
s__Streptococcus_sp000831085	0	0	0	239297	0	0	0	1217198	320571	616345	113372	386413	316685	343838	1069406	0	427933	0	172008	0	0	0	0	0	543829	0	0	0	0	0	0	0	2707864	746510	0	380376	707153	1603364
s__Streptococcus_sp001553685	180743	2235555	834996	5558409	1314939	1102318	498823	1523362	690914	2514977	728726	2308844	444144	4005253	1375050	1659421	1698736	2875958	788476	230474	425606	632519	1239752	1726553	1173808	706633	1316423	1700176	610672	488465	1900939	603880	2139736	2556907	1976022	1018936	790627	1241772
s__Streptococcus_sp001556435	19312402	5494810	6122511	15907618	820401	7421254	5736331	25797202	337450	25743548	12791711	1142091	24754941	18875809	3265416	1045648	13087403	11455901	16323701	1227927	110044	11306155	12947964	2022679	492411	7379899	60893694	7346800	3061277	53441717	13305046	12562025	2529199	3715731	31644438	1087664	18048728	4522649
s__Streptococcus_sp001587175	411615	9441887	1405882	6636596	12796703	1025412	5632369	3234931	306836	12510408	1856543	10083248	485779	2974168	1251120	3608044	548304	1254721	384939	620213	212233	1642712	285700	5647944	1291676	766166	571798	625287	534843	1727876	7464030	416571	2791159	4538720	792531	6767917	1100601	11063114
s__Streptococcus_sp001650315	0	0	0	0	0	0	0	0	387787	2793061	0	931135	0	1364663	668485	0	0	767570	4887477	0	0	0	0	0	5966537	0	0	0	0	0	0	0	0	434221	0	0	0	0
s__Streptococcus_sp001808705	191838	0	323204	0	306007	0	0	466046	347834	180527	300701	946153	213316	466442	205965	209018	159859	635738	382301	66415	354678	173686	553485	0	121284	1402689	465615	134661	116275	421582	163212	635289	171225	142101	275276	234651	0	213953
s__Streptococcus_sp001810785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	724496	0	0	0	0	0	0	0	0	0	0	323213	0	0	0	0	0	0	0	0
s__Streptococcus_sp001811505	216892	439348	612870	1036232	460599	1800714	910406	697683	362008	914481	393848	1521943	172600	1362937	886801	447517	351163	2747184	284432	311309	361929	149124	448452	1138006	640166	122924	646616	499185	286895	262611	1451803	578088	477840	989642	598885	1370095	570477	190969
s__Streptococcus_sp001814775	94664	1419817	432916	2558120	147276	3499090	604226	702889	869049	1376747	472522	1688191	420995	2959127	1210044	417963	239185	1209399	432990	714360	296709	636173	1979923	0	1538980	812481	292813	1042816	260893	282811	638388	998178	654944	311108	1962330	698988	330179	351494
s__Streptococcus_sp002355895	0	290083	632835	205691	2151846	0	926026	997897	913666	361054	269645	319278	0	0	0	453336	0	563914	0	452774	0	0	0	1647822	638873	0	621995	0	143836	0	2410877	169651	2239175	0	0	0	0	351494
s__Streptococcus_sp003428885	0	0	277106	0	0	0	587083	0	464778	4522295	122531	0	1262445	536968	0	0	0	0	640337	127642	0	0	0	0	0	0	0	478431	0	480066	0	0	799053	0	0	206299	0	0
s__Streptococcus_sp004166885	145488	1947522	1616020	2007475	905475	2674490	2469178	497429	1018794	2587342	1925738	583697	469978	2463958	6348070	992538	306343	1752697	1428509	125985	422179	4220888	0	1803721	382825	296095	9823631	3601719	840428	1375495	1877471	543201	1522436	1329554	14139781	1645113	1034348	1020372
s__Streptococcus_sp004353325	0	0	0	1519324	1081936	0	619210	0	808051	0	0	616861	0	406843	0	0	0	1845118	0	0	0	0	0	0	0	0	0	0	293675	0	0	0	0	0	89798	0	0	282723
s__Streptococcus_sp012843315	261013	396540	1490354	343814	275929	0	1446567	0	275098	157147	285201	443810	170260	591505	854785	738812	0	1594941	195201	97221	0	297517	0	0	0	0	498047	196080	141874	0	0	119886	0	129127	0	224995	0	1940746
s__Streptococcus_sp013276505	1229328	0	0	295004	228965	0	247921	1659793	280220	0	159182	0	0	0	1051149	0	172063	0	0	116564	0	0	0	0	820593	0	391540	0	172894	0	0	0	0	331764	0	0	0	0
s__Streptococcus_sp013276795	0	0	0	257849	0	0	0	1192013	0	2920580	0	0	428330	434854	4755604	0	0	0	0	0	0	424115	0	0	0	0	0	396189	4481399	0	0	0	1849943	0	0	0	3127986	0
s__Streptococcus_sp013277415	464485	0	0	0	0	0	0	0	0	2866662	1095623	887621	6042995	480814	0	0	0	0	0	0	0	1017185	0	0	567933	0	0	0	1366125	0	0	0	383231	0	0	826757	0	5476603
s__Streptococcus_sp013277515	0	359537	0	1912842	0	0	0	0	0	1144806	2431131	0	1110687	0	0	0	0	365453	0	0	0	0	0	0	1310094	0	0	0	0	0	0	0	0	0	294809	0	0	859852
s__Streptococcus_sp013394695	99472	2094229	14124781	2409799	552355	2478326	327431	3114961	2364396	4030015	933194	603934	358047	5972445	2432842	1181766	4026268	5115098	7512311	1106681	2924009	1537075	1583470	1905933	174760	4336949	427989	3348566	553767	946386	2419869	4328943	1070389	3103350	2133218	1185674	988007	107757
s__Streptococcus_sp900104285	0	0	139190	987560	0	0	249300	339113	162528	0	512755	0	0	0	0	0	0	0	719745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Streptococcus_sp900543065	122194	92822	74275	53803	199012	0	164095	150848	222361	111082	47318	202941	186692	101173	57815	0	257828	0	32370	48611	55423	65831	219816	0	0	219075	73119	2239450	23754	85804	161564	162218	112839	0	75783	203112	288206	64159
s__Streptococcus_sp900550895	239338	0	445928	1173865	0	0	0	294373	0	0	88334	426046	0	0	428734	0	0	0	1539781	0	0	0	555927	0	172644	0	232988	0	315924	0	0	411187	0	621345	0	0	0	311033
s__Streptococcus_sp900555155	0	0	398587	0	2184050	0	0	0	0	0	0	0	0	4066193	0	0	0	0	815875	0	0	0	0	0	0	0	0	0	0	0	0	0	7622941	0	0	0	0	2732063
s__Streptococcus_sp900755085	0	368316	181924	0	0	0	0	0	0	122514	0	402346	736337	55331	0	0	0	0	0	139308	0	0	183696	0	0	0	150530	59307	0	809957	0	0	0	0	128858	266178	630970	82676
s__Streptococcus_sp900766505	593617	678598	909906	542289	0	0	0	2546315	0	902635	385986	0	0	1419903	0	0	1824295	774296	969520	346457	0	529327	1160435	0	0	0	1180956	393297	778021	1440058	1117299	916114	3249383	340527	0	254321	0	0
s__Streptococcus_sp902363395	59102	195788	589194	308748	478968	0	1355567	105812	0	977440	354531	381887	42914	629574	0	395515	88523	345744	59328	0	159911	294144	0	3454592	112019	167343	0	84710	134112	662409	2083121	0	1135845	718560	0	1779211	197040	0
s__Streptococcus_sp902373455	696511	3374199	0	650285	0	0	0	431598	0	171088	0	0	615615	490430	0	0	0	0	0	304338	0	0	0	0	0	0	0	194893	230723	303820	0	328444	313218	647522	0	877224	0	0
s__Streptococcus_sp902460355	572760	0	126823	783393	167230	0	0	0	208303	0	178493	286918	0	0	109303	0	120509	0	55519	0	0	158246	158138	0	735847	0	0	0	0	0	0	0	0	0	50555	0	0	173679
s__Streptococcus_sp903645285	0	0	0	119053	0	0	3525639	0	0	1972164	1428622	131839	14229888	332618	593510	0	0	269621	514823	0	472268	862041	278839	0	1414685	0	2033232	0	1858229	0	0	115037	3758615	2812097	72479	0	0	0
s__Streptococcus_thermophilus	0	0	120091	0	0	0	0	0	0	0	0	0	0	91417	0	0	0	0	0	0	0	0	0	1662499	0	0	0	0	0	0	0	0	0	378828	50555	0	0	0
s__Streptococcus_timonensis	0	262917	753949	1252747	990880	518737	893038	179874	1681043	339702	519390	0	306593	1871740	2375370	1180265	36209	348083	299964	655732	1649583	673146	868612	0	927163	2316667	298136	3465932	634966	471994	2824456	879760	189434	636070	4550543	630540	379213	224956
s__Streptococcus_vestibularis	602362	213750	0	122377	0	0	0	272327	0	86007	387593	0	0	284742	0	0	0	0	142150	0	0	0	0	447290	0	0	149885	253749	0	282170	137749	49144	51206	0	389632	0	0	143372
s__Metamycoplasma_salivarium	0	0	0	0	0	0	0	0	0	0	0	0	0	108183	0	0	0	0	70852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Paenibacillus_G_validus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3145	0	0
s__Gemella_haemolysans	398306	384576	392243	2213143	2598935	0	2013575	510520	347859	1975263	4845390	3811058	6135221	2680187	2850183	1781092	90524	514926	2882613	1027791	0	281029	10737563	406712	1801544	1516719	366698	740537	7199064	1494325	662100	427682	2676892	618177	1934312	2708341	2944848	2153713
s__Gemella_haemolysans_A	910492	400514	493246	914139	1802571	1074529	739138	547939	195527	1088161	4617886	472738	5689931	3230516	820988	2734655	90824	459418	2036066	39009	0	281152	418886	716083	3837884	940714	491444	318533	626393	258158	316378	124013	1527463	1030953	1300276	979273	1014081	1172394
s__Gemella_haemolysans_B	464485	607716	1280531	17144492	1860739	2071882	4157073	2185960	1162645	22915723	7577916	3896915	24678201	1958658	1564167	2600766	352212	2028308	3568540	2944405	189368	1076332	12743825	1213113	3181585	19164740	482333	3194193	36377491	6347544	284007	910634	10539463	1449238	10288766	6109182	6500060	29704785
s__Gemella_morbillorum	1227667	623424	681904	841869	1383115	710478	597414	1846125	461332	658247	2066298	3688188	275335	2170076	5525416	2640091	258631	511534	2253115	80518	0	983416	1372491	400864	1031770	484656	786927	52506	1018500	561471	929674	190304	714728	273013	1182645	1026638	313567	7743971
s__Gemella_sanguinis	6027475	6778822	10895968	11509403	5552222	9348345	4026310	3451001	2151924	3729823	11313537	7883021	2650424	11560610	14277314	4879739	3506201	5844515	4641465	8133692	4277622	14759139	11161057	12565997	2088603	5565267	21746061	10320549	3064773	3277306	61680796	5616972	3333145	7218903	30950382	8394242	14061169	2018470
s__Gemella_sp002871655	304436	754338	661590	1016935	2036963	1138263	2256755	924750	633611	1442200	3758598	970925	5254308	3638337	877574	4800709	175874	1956133	3991252	509426	0	852255	1049105	1856869	2164964	526429	485872	1255694	2880849	2435834	452465	243956	3105581	1197891	2956113	1518886	3777032	8547772
s__Gemella_sp900555985	0	0	0	665836	0	0	0	0	0	304114	0	0	0	531222	468404	195340	353804	1360669	216396	95321	133650	0	491961	0	0	0	1399270	0	0	163344	1498948	180596	0	1814256	302610	607803	0	0
s__Gemella_sp900766305	550688	69817	215572	2715040	655168	189782	2031855	508670	549739	1781201	1616769	805965	2988644	971976	8004792	1312210	68918	283238	1379674	526797	57924	199374	2736038	584381	25562765	5533488	124650	1584259	3435739	408145	111166	439968	1239596	1643494	1210415	653780	0	3458696
s__Staphylococcus_epidermidis	0	0	0	0	0	0	0	0	21726	0	0	0	44518	0	0	0	0	562422	0	0	0	0	0	0	0	0	0	0	0	25431	0	0	0	0	0	0	0	0
s__Staphylococcus_warneri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Staphylococcus_A_sciuri	0	0	0	0	0	0	0	0	107007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Pseudoramibacter_alactolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Catonella_morbi	21738	0	69370	32724	0	501097	65929	54014	88407	0	16506	17471	21958	70267	71643	46312	42111	125713	80172	0	43318	19309	33478	73321	17949	361024	17304	13402	79481	32940	192448	26724	37578	82768	93703	45479	57091	52348
s__F0428_sp003043955	64812	59714	695085	143414	330719	2567049	200659	3295884	39148	93816	1841745	27612	1807231	2596036	1403965	81998	1080932	0	1243761	185537	342115	204025	0	1211267	92853	3223140	1369654	1667600	706025	98118	4806772	444412	625190	595181	998043	180880	2219349	22120
s__Johnsonella_ignava	81441	0	47848	151013	0	322819	41180	0	73990	0	8773	42372	81115	75279	40681	168808	37010	36373	30365	25105	0	20910	187636	117573	109944	0	28607	0	55426	27033	55871	53749	95498	0	42146	44578	225114	49345
s__Johnsonella_sp900766185	0	12303	56557	79500	33420	0	0	67642	254771	89211	81331	98199	25367	113399	91282	46913	77320	166962	41489	11603	21709	29714	61427	61201	84430	139893	26507	8641	52820	12215	106050	50045	29962	145606	23326	60105	48077	82576
s__Lachnoanaerobaculum_gingivalis	65213	180744	264596	180755	124408	380248	136409	125675	146636	87609	152591	282613	84223	639057	836728	183164	37910	166096	118882	107884	644341	221255	86460	488391	118557	732112	158152	516672	140832	97217	329886	177167	191499	418255	326989	638937	343563	162399
s__Lachnoanaerobaculum_orale	471654	349354	580689	430940	3305614	886655	165701	1486301	487342	111626	1617500	295285	300260	1628928	488069	278946	1689108	547704	503842	270279	270977	1314762	181190	1053077	129298	2087838	1023626	915935	129948	793844	1764971	545062	260956	691499	423654	333624	2163643	487725
s__Lachnoanaerobaculum_saburreum	232455	19905	185531	301161	35922	0	0	153342	451566	30838	164848	123488	72191	191775	125399	80394	161962	402270	263389	0	24510	83039	209448	674160	121669	195577	75119	120535	117049	91210	0	90081	53511	133867	89398	25444	56790	43840
s__Lachnoanaerobaculum_sp000209465	0	50412	242618	46174	83751	0	38475	152067	393114	0	227612	71591	27072	99035	157981	66862	60416	131039	97009	21505	85236	53825	59215	0	104582	550990	158741	46106	84492	19423	152334	56351	82371	352353	168755	50789	0	60155
s__Lachnoanaerobaculum_sp000287675	156311	496655	676767	635938	507142	1478064	318842	748730	473254	183088	252097	182723	43114	1814027	376883	371048	348980	315730	62735	285788	1783084	457475	293932	1356988	225939	2182729	342861	1214129	458694	290892	1886069	460860	266372	706081	1194242	600657	354728	377474
s__Lachnoanaerobaculum_sp000296385	32556	216013	337206	296936	195755	1055336	138281	283352	672106	43954	85333	75406	39605	427306	274063	153149	1030579	1113928	27259	216645	1867051	270116	290221	334253	65479	1598435	152356	374479	215901	102014	1159615	95686	65736	325149	299889	147292	271287	215627
s__Lachnoanaerobaculum_umeaense	0	0	40641	0	0	632831	0	0	0	0	47418	0	0	0	0	0	0	0	0	77117	46419	49323	0	0	0	0	0	66808	0	0	0	0	0	0	60867	129994	0	0
s__Muricomes_intestini	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7308	0	0	0	0	0	0	0	0	0	0	0	0
s__Oribacterium_asaccharolyticum	194228	1352856	571779	250369	817302	3114475	131299	728953	1261498	58472	361312	58538	270250	1674669	246088	449962	2089272	1921965	275672	218230	637664	351029	1171585	367306	47530	13987736	1217982	376920	676490	698266	1430773	989994	419704	284882	389675	874492	1418048	474922
s__Oribacterium_parvum	17630	388620	750949	335243	738545	1234252	188501	248047	1474696	169924	320044	142408	200313	940629	440679	219347	715528	1698545	470289	776314	802752	272447	692114	480259	131649	1286733	466741	2249530	524461	144083	1630769	898230	247366	975982	449197	426888	503678	707222
s__Oribacterium_sinus	1120629	1376177	1623066	1044898	1157669	33781814	582221	1095046	1930587	351537	689438	823340	755559	2698424	1208917	727647	9344901	2148395	803050	822053	1366379	568093	3814058	2924888	457831	36885134	2778348	898487	1029055	2739589	27736755	1110158	1634933	3521110	3089441	1632961	5278609	2057889
s__Oribacterium_sp000160135	106083	4971	58359	53602	8855	61308	20139	9440	12015	113892	30512	136891	34391	98333	32365	125655	32509	26928	88190	16003	0	11005	581249	20734	75807	66471	25907	7291	37385	36844	0	74167	72551	23319	23826	5620	52884	20619
s__Shuttleworthia_satelles	0	5151	158811	44970	22414	0	108462	200546	18623	0	26410	213617	0	25360	0	0	0	0	244842	0	0	7774	247972	0	46226	99106	8422	0	31672	13516	0	38735	0	0	5156	0	0	279046
s__Stomatobaculum_longum	21437	61715	97298	62737	404908	402553	37974	110534	46056	36145	290447	101433	71890	269063	62725	47314	357591	27631	297399	24705	60025	231605	95307	460955	5224	476630	254077	121960	12929	79596	514725	246636	212061	81667	102785	79939	624325	38636
s__UBA4285_sp900542465	0	0	15916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__W11650_sp002999035	0	0	0	0	0	0	20039	0	0	0	0	0	0	0	8357	0	0	0	0	0	0	0	0	0	0	0	12803	0	0	0	0	8338	0	0	6277	0	0	0
s__Caprobacter_sp002407675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3391	0	0	0	0	0	0	0	0	8479	0	0	0	0	0	0	0	0	0	0	0	0
s__Caproiciproducens_sp002407645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8169	0	0	0	0	0	0	0	0	0	0	0	0
s__Clostridium_E_sp002397665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2353	0	0	0	0	0	0	0	0	0	0	0	0
s__UBA4871_sp002119605	0	15504	0	0	0	0	0	0	0	0	0	0	0	8310	0	0	19905	14569	0	4501	14506	0	0	0	0	31834	7032	0	0	0	0	0	0	0	0	0	0	0
s__Eubacterium_A_minutum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12311	0	0	0	0	0	0
s__Eubacterium_A_nodatum	0	0	0	0	0	0	162007	0	0	0	0	0	0	0	54509	0	0	0	0	0	0	0	0	0	0	0	241207	0	0	0	0	0	0	0	17219	0	0	0
s__Eubacterium_B_infirmum	0	64415	96898	67656	46928	0	31862	134449	43953	68485	43016	537712	20855	250749	112161	152775	14204	144905	185529	14603	26811	123450	58310	0	57357	72678	55814	21103	19645	27133	0	68862	0	84770	33337	41973	0	129471
s__Eubacterium_B_sulci	67116	2425090	712945	534292	857083	253368	195898	828920	2226656	221700	2564522	192917	259020	4862611	1963389	1016066	3999009	1272502	653476	985036	1323861	4884675	666424	634518	99171	1050360	2443881	2366099	739570	453248	3161305	2469123	586821	2732451	1322563	1480060	1145224	569413
s__Eubacterium_M_brachy	0	0	97398	249848	99761	2195794	415371	233812	150832	82502	101942	174566	0	593815	315208	56637	167037	0	975060	0	22109	55526	1422062	228348	234711	396143	262034	14002	391583	0	600259	65559	76860	47239	39744	60906	104979	673938
s__Eubacterium_N_saphenum	0	0	0	0	0	204321	96488	0	0	0	0	0	0	200026	0	0	0	0	0	0	0	0	0	0	0	0	239163	0	0	0	0	43739	0	0	0	0	0	0
s__Mogibacterium_diversum	838370	3591047	3632631	471056	2073989	659047	606280	3355547	2827276	466606	8300101	681972	746498	2771577	2545507	1112429	21986229	2824014	3371563	1186507	2336654	7218179	979693	1844302	128666	1497899	8246862	4419355	1797059	2108857	5572838	5681248	902368	4328197	2673543	2149992	2521519	1336418
s__Mogibacterium_pumilum	0	0	0	0	0	0	0	0	0	0	0	13555	0	73474	15731	0	0	0	14531	24405	0	29314	0	0	0	0	12103	7461	21148	0	0	94485	0	0	0	0	0	0
s__Mogibacterium_timidum	0	0	17317	13953	0	325821	40178	27458	0	0	0	0	0	395643	0	0	48613	0	6604	0	0	45922	0	0	0	0	224221	8561	0	0	0	0	102380	0	0	8545	0	0
s__UBA1191_sp900066305	0	0	0	0	0	0	0	0	0	0	6723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Filifactor_alocis	0	0	0	0	0	330106	56310	137441	55367	0	0	0	0	80792	53507	0	0	0	0	0	0	0	0	0	0	0	150577	0	0	0	0	53348	116957	0	75082	24142	0	164528
s__Peptoanaerobacter_margaretiae	0	0	0	0	0	0	0	0	44154	0	0	25704	0	0	85370	181653	17004	72645	0	40609	52322	0	0	0	68186	0	0	0	24355	0	62580	0	0	0	30233	51890	0	0
s__Peptoanaerobacter_stomatis	0	0	0	0	0	0	44487	0	0	0	0	0	0	88310	121147	0	0	0	0	0	0	13506	45542	0	0	0	29808	0	0	0	0	0	80267	0	0	0	0	40938
s__Peptoanaerobacter_yurii	45278	0	111773	50792	0	0	0	323951	160957	32540	0	141039	73595	92319	143604	169699	33509	93242	65040	55212	0	0	71983	200589	109558	0	0	0	49512	76993	0	27925	72851	0	22124	100353	0	0
s__Peptostreptococcus_sp900759325	0	3484940	205358	1604850	983733	135897	180170	239237	957815	82602	979369	1082041	0	2009771	3612615	1389607	208510	1369286	282677	1749183	503333	3477394	431937	342103	131043	672011	932737	2041710	525638	124000	2525678	1053697	203296	1352464	1197644	895020	369865	172389
s__Peptostreptococcus_stomatis	0	147348	54955	243554	0	0	457612	0	60073	0	56722	234029	91843	70768	297986	0	148339	556199	155957	0	0	72334	0	0	0	0	140556	0	0	121205	0	0	308577	0	58764	57600	0	170150
s__DTU032_sp002427475	0	6672	0	0	0	0	7114	0	0	0	0	0	0	15838	0	0	0	0	0	3271	6153	0	0	0	0	6587	8352	0	0	0	0	0	0	0	0	0	0	0
s__DTU032_sp002427505	0	8172	0	0	0	0	0	0	0	0	0	0	0	18845	0	0	6912	0	0	0	10805	0	0	0	0	22324	10503	0	0	0	0	0	0	0	0	5299	0	0
s__DTU032_sp012728535	0	0	0	0	0	0	0	0	0	0	0	0	0	4631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__UBA4923_sp002427535	0	0	0	0	0	0	0	0	0	0	0	0	0	11527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__CAG-793_sp013333035	0	0	174042	0	1120525	0	0	230635	0	0	476820	0	0	1391830	331942	0	358327	416257	262043	0	0	2214234	0	1057969	0	0	456355	276537	0	0	0	281561	0	629022	515433	0	0	0
s__CAG-793_sp013333395	0	343000	310012	161549	0	0	166474	0	138045	71288	0	0	0	611469	2053407	0	0	708569	0	98421	0	310452	0	0	0	0	0	0	118751	0	0	227184	0	2980212	932262	529012	0	203496
s__JABCPO02_sp013333105	0	0	0	0	0	0	0	0	0	0	0	0	0	915396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__JAAYQA01_sp012519495	0	0	0	0	0	0	0	0	0	0	0	0	0	4511	0	0	0	0	0	0	0	0	0	0	0	3494	0	0	0	0	0	0	0	0	0	0	0	0
s__Parvimonas_micra	0	0	164395	0	0	2064425	126919	0	0	0	0	220137	0	419199	393804	0	0	527094	212570	0	0	0	0	0	0	0	56414	0	0	0	0	0	0	0	96406	421698	0	131609
s__Parvimonas_sp000214475	0	0	0	0	0	0	225928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
